Model Year_x,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,weight_x,實際碳排,實際挑選,預測碳排,預測挑選
2022,Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,A7,3430,200,0,208.1487,0
2022,Kia,Telluride AWD,SUV: Small,3.8,6,AS8,4255,266,0,301.11902,0
2022,GMC,Terrain,SUV: Small,1.5,4,A9,3449,202,0,202.27216,0
2022,GMC,Terrain AWD,SUV: Small,1.5,4,A9,3449,212,0,202.27216,0
2022,Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,3856,222,0,222.19295,0
2022,Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2,4,AS8,3856,229,0,222.19295,0
2022,Acura,TLX SH-AWD,Compact,2,4,AS10,3927,230,0,243.10103,1
2022,Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,3990,231,0,231.04283,0
2022,Acura,TLX Type S,Compact,3,6,AS10,4221,256,1,275.04245,1
2022,Acura,TLX Type S (Performance Tire),Compact,3,6,AS10,4200,261,1,296.72018,1
2022,Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,3252,184,0,194.35045,0
2022,Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,3252,178,0,200.15591,0
2022,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,3252,197,0,200.15591,0
2022,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,3581,249,0,181.04953,0
2022,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,3581,221,0,198.13396,0
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,3581,221,0,198.13396,0
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,3581,221,0,198.13396,0
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,3581,211,0,198.13396,0
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,3581,211,0,198.13396,0
2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,4028,249,0,228.68456,0
2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,4028,216,0,227.01804,0
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,4028,219,0,227.01804,0
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,4028,219,0,227.01804,0
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,4028,216,0,227.01804,0
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,4028,216,0,227.01804,0
2022,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,4310,260,0,289.56442,0
2022,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,4310,277,0,289.56442,0
2022,Chevrolet,Trax,SUV: Small,1.4,4,AS6,3124,201,0,184.17705,0
2022,Chevrolet,Trax AWD,SUV: Small,1.4,4,AS6,3124,214,0,184.17705,0
2022,Audi,TT Coupe 45 TFSI quattro,Subcompact,2,4,AM7,3197,218,0,210.13373,0
2022,Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,3395,218,0,208.27379,0
2022,Audi,TT RS Coupe quattro,Subcompact,2.5,5,AM7,3307,235,1,198.57236,0
2022,Audi,TTS Coupe quattro,Subcompact,2,4,AM7,3263,209,0,230.76491,0
2022,Hyundai,Tucson,SUV: Small,2.5,4,AS8,3329,194,0,200.36754,0
2022,Hyundai,Tucson AWD,SUV: Small,2.5,4,AS8,3329,214,0,200.36754,0
2022,Hyundai,Tucson Hybrid,SUV: Small,1.6,4,AM6,3644,152,0,175.31163,0
2022,Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,5095,277,0,294.87473,0
2022,Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,5380,285,0,302.20172,0
2022,Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,5390,286,0,302.20172,0
2022,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,5710,274,0,310.2981,0
2022,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,5700,277,0,310.2981,0
2022,Lamborghini,Urus,SUV: Standard,4,8,AS8,4850,384,0,352.7124,0
2022,Lexus,UX 200,Mid-size,2,4,AS10,3307,168,0,176.60358,0
2022,Lexus,UX 250h AWD,Compact,2,4,AV6,3605,140,0,179.1667,0
2022,Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,3999,221,0,231.04283,0
2022,Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,4202,224,0,236.85583,0
2022,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,4271,222,0,239.5067,0
2022,Aston Martin,Vantage V8,Two-seater,4,8,A8,3715,270,0,304.21036,0
2022,Hyundai,Veloster N,Compact,2,4,AM8,3247,248,1,189.61998,0
2022,Hyundai,Veloster N,Compact,2,4,M6,3247,226,0,189.61998,0
2022,Hyundai,Venue,Mid-size,1.6,4,M6,2612,184,0,174.26447,0
2022,Hyundai,Venue,Mid-size,1.6,4,AV1,2612,176,0,174.26447,0
2022,Toyota,Venza AWD,SUV: Small,2.5,4,AV,3891,142,0,197.47768,0
2022,Nissan,Versa,Compact,1.6,4,M5,2650,181,0,178.40904,0
2022,Nissan,Versa,Compact,1.6,4,AV,2646,158,0,174.26447,0
2022,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,6191,323,0,324.8468,0
2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,3948,277,0,290.56384,0
2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,4167,274,0,290.60718,0
2022,Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,4191,241,0,236.85583,0
2022,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,4167,258,0,290.60718,0
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8,A8,5103,387,1,360.85928,1
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,4195,285,0,294.70737,0
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,4196,275,0,294.70737,0
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,4696,251,0,248.45589,0
2022,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,5400,255,0,286.3497,0
2022,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,4167,262,0,290.60718,0
2022,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3,6,A8,4766,275,0,298.8003,0
2022,Subaru,WRX AWD,Mid-size,2.4,4,AV8,3431,262,0,229.87244,0
2022,Subaru,WRX AWD,Mid-size,2.4,4,M6,3297,254,0,235.3501,0
2022,BMW,X1 xDrive28i,SUV: Small,2,4,AS8,3726,213,0,216.40683,0
2022,BMW,X2 M35i,SUV: Small,2,4,AS8,3721,207,0,216.40683,0
2022,BMW,X2 xDrive28i,SUV: Small,2,4,AS8,3664,207,0,216.68365,0
2022,BMW,X3 M,SUV: Small,3,6,AS8,4610,323,1,281.64587,1
2022,BMW,X3 M Competition,SUV: Small,3,6,AS8,5000,323,1,309.42264,1
2022,BMW,X3 M40i,SUV: Small,3,6,AS8,4392,241,1,279.30273,1
2022,BMW,X3 xDrive30i,SUV: Small,2,4,AS8,4149,230,0,228.12668,0
2022,BMW,X4 M,SUV: Small,3,6,AS8,4597,323,1,281.64587,0
2022,BMW,X4 M Competition,SUV: Small,3,6,AS8,4431,323,1,286.6415,0
2022,BMW,X4 M40i,SUV: Small,3,6,AS8,4403,241,0,278.2234,0
2022,BMW,X4 xDrive30i,SUV: Small,2,4,AS8,4178,230,0,236.5152,0
2022,BMW,X5 M,SUV: Standard,4.4,8,AS8,5455,364,1,329.7567,1
2022,BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,5455,364,0,329.7567,0
2022,BMW,X5 M50i,SUV: Standard,4.4,8,AS8,5260,302,1,332.79428,1
2022,BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,4863,241,0,275.949,0
2022,BMW,X6 M,SUV: Standard,4.4,8,AS8,5060,364,1,306.90353,0
2022,BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,5060,364,0,306.90353,0
2022,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,5115,302,0,338.3578,1
2022,BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,4784,241,0,289.94916,0
2022,BMW,X7 M50i,SUV: Standard,4.4,8,AS8,5661,321,0,330.3504,1
2022,BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,5370,256,0,292.62524,0
2022,Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,3627,217,0,204.28104,0
2022,Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,3753,219,0,217.14705,0
2022,Volvo,XC60 B5 AWD,SUV: Small,2,4,AS8,4008,219,0,230.809,0
2022,Volvo,XC60 B6 AWD,SUV: Small,2,4,AS8,4222,232,0,234.79405,0
2022,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,4497,236,0,246.00586,0
2022,Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,4522,252,0,225.76767,0
2022,Cadillac,XT4,SUV: Small,2,4,AS9,3660,211,0,216.68365,0
2022,Cadillac,XT4 AWD,SUV: Small,2,4,AS9,3660,225,0,216.68365,0
2022,Cadillac,XT5,SUV: Small,2,4,AS9,3915,225,0,231.35162,0
2022,Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,3915,263,0,292.56647,0
2022,Cadillac,XT5 AWD,SUV: Small,2,4,AS9,3915,237,0,231.35162,0
2022,Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,4362,269,0,297.0958,0
2022,Cadillac,XT6 AWD,SUV: Small,2,4,AS9,4362,239,0,241.11128,0
2022,GMC,Yukon,SUV: Standard,5.3,8,A10,5490,327,0,324.9434,0
2022,GMC,Yukon,SUV: Standard,3,6,A10,5734,272,0,294.34985,0
2022,GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8,A10,5490,332,0,324.9434,0
2022,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,5827,345,1,330.43414,1
2022,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,5677,327,0,325.86554,1
2022,GMC,Yukon 4WD,SUV: Standard,3,6,A10,5922,281,0,295.76715,0
2022,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5677,354,1,325.86554,0
2022,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5827,353,1,330.43414,1
2022,GMC,Yukon XL,SUV: Standard,5.3,8,A10,5503,327,0,324.9434,0
2022,GMC,Yukon XL,SUV: Standard,3,6,A10,5881,272,0,295.76715,0
2022,GMC,Yukon XL (No Stop-Start),SUV: Standard,5.3,8,A10,5633,332,0,310.46494,0
2022,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,5998,345,1,368.11316,1
2022,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,5841,336,1,317.10086,0
2022,GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,6088,281,0,294.0729,0
2022,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5841,354,1,317.10086,0
2022,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5998,353,1,368.11316,1
2022,BMW,Z4 M40i,Two-seater,3,6,AS8,3428,223,0,268.14902,0
2022,BMW,Z4 sDrive30i,Two-seater,2,4,AS8,3287,199,0,211.00264,0
